date,location,new_cases,total_cases,new_deaths,total_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_vaccinations_raw
2021-04-01,Brazil,0,12404414,0,307112,18639028.0,5241777.0,,746494.0,1041518.0
2021-04-02,Brazil,0,12404414,0,307112,18900837.0,5280371.0,,657632.0,300403.0
2021-04-03,Brazil,0,12404414,0,307112,19222342.0,5353128.0,,659057.0,394262.0
2021-04-04,Brazil,505668,12910082,21094,328206,19510333.0,5400335.0,,670533.0,335198.0
2021-04-05,Brazil,0,12910082,0,328206,20056296.0,5602236.0,,642538.0,747864.0
2021-04-06,Brazil,0,12910082,0,328206,20850120.0,5885883.0,,683680.0,1077471.0
2021-04-07,Brazil,0,12910082,0,328206,21538484.0,6105595.0,,686399.0,908076.0
2021-04-08,Brazil,0,12910082,0,328206,22246612.0,6407236.0,,681863.0,1009769.0
2021-04-09,Brazil,0,12910082,0,328206,22693305.0,6851273.0,,766196.0,890730.0
2021-04-10,Brazil,0,12910082,0,328206,23097172.0,6987492.0,,787028.0,540086.0
2021-04-11,Brazil,463092,13373174,20512,348718,23300896.0,7056000.0,,778033.0,272232.0
2021-04-12,Brazil,0,13373174,0,348718,23910515.0,7405905.0,,808270.0,959524.0
2021-04-13,Brazil,0,13373174,0,348718,24473138.0,7744067.0,,783029.0,900785.0
2021-04-14,Brazil,0,13373174,0,348718,24996380.0,8152008.0,,786330.0,931183.0
2021-04-15,Brazil,0,13373174,0,348718,25478194.0,8572131.0,,770925.0,901937.0
2021-04-16,Brazil,0,13373174,0,348718,25810304.0,9183144.0,,778410.0,943123.0
2021-04-17,Brazil,0,13373174,0,348718,26085155.0,9518727.0,,788460.0,610434.0
2021-04-18,Brazil,459281,13832455,20031,368749,26210282.0,9606862.0,,780035.0,213262.0
2021-04-19,Brazil,0,13832455,0,368749,26707227.0,10203252.0,,799151.0,1093335.0
2021-04-20,Brazil,0,13832455,0,368749,27184073.0,10725632.0,,813214.0,999226.0
2021-04-21,Brazil,0,13832455,0,368749,27518053.0,10949701.0,,759909.0,558049.0
2021-04-22,Brazil,0,13832455,0,368749,27887014.0,11404050.0,,748677.0,823310.0
2021-04-23,Brazil,0,13832455,0,368749,28783905.0,12289199.0,,868522.0,1782040.0
2021-04-24,Brazil,0,13832455,0,368749,28981002.0,12513937.0,,841580.0,421835.0
2021-04-25,Brazil,404623,14237078,17667,386416,29041497.0,12585256.0,,829944.0,131814.0
2021-04-26,Brazil,0,14237078,0,386416,29601947.0,13185252.0,,839531.0,1160446.0
2021-04-27,Brazil,0,14237078,0,386416,30275923.0,14011587.0,,911115.0,1500311.0
2021-04-28,Brazil,0,14237078,0,386416,30748674.0,14631130.0,,987436.0,1092294.0
2021-04-29,Brazil,0,14237078,0,386416,31243694.0,15182494.0,,1019303.0,1046384.0
2021-04-30,Brazil,0,14237078,0,386416,31696792.0,15702358.0,,903721.0,972962.0
2021-05-01,Brazil,0,14237078,0,386416,31830880.0,15832646.0,,881227.0,264376.0
2021-05-02,Brazil,421933,14659011,17365,403781,31884404.0,15871209.0,,875551.0,92087.0
2021-05-03,Brazil,0,14659011,0,403781,32345310.0,16298014.0,,836589.0,887711.0
2021-05-04,Brazil,0,14659011,0,403781,32896171.0,16729966.0,,762661.0,982813.0
2021-05-05,Brazil,0,14659011,0,403781,33490395.0,17085829.0,,742346.0,950087.0
2021-05-06,Brazil,0,14659011,0,403781,34271192.0,17353395.0,,742628.0,1048363.0
2021-05-07,Brazil,0,14659011,0,403781,35008550.0,17639265.0,,749809.0,1023228.0
2021-05-08,Brazil,0,14659011,0,403781,35253389.0,17719071.0,,758419.0,324645.0
2021-05-09,Brazil,423438,15082449,15333,419114,35318058.0,17746066.0,,758359.0,91664.0
2021-05-10,Brazil,0,15082449,0,419114,35926219.0,18082643.0,,766505.0,944738.0
2021-05-11,Brazil,0,15082449,0,419114,36523507.0,18389432.0,,755257.0,904077.0
2021-05-12,Brazil,0,15082449,0,419114,37233983.0,18673182.0,,761563.0,994226.0
2021-05-13,Brazil,0,15082449,0,419114,37768491.0,18815471.0,,708482.0,676797.0
2021-05-14,Brazil,0,15082449,0,419114,38320507.0,18993135.0,,666547.0,729680.0
2021-05-15,Brazil,0,15082449,0,419114,38570631.0,19098015.0,,670884.0,355004.0
2021-05-16,Brazil,437076,15519525,13514,432628,38752714.0,19182566.0,,695879.0,266634.0
2021-05-17,Brazil,0,15519525,0,432628,39284275.0,19430356.0,,672253.0,779351.0
2021-05-18,Brazil,0,15519525,0,432628,39891922.0,19711703.0,,670098.0,888994.0
2021-05-19,Brazil,0,15519525,0,432628,40435632.0,19927702.0,,636596.0,759709.0
2021-05-20,Brazil,0,15519525,0,432628,41089722.0,20207698.0,,673351.0,934086.0
2021-05-21,Brazil,0,15519525,0,432628,41659039.0,20463645.0,,687006.0,825264.0
2021-05-22,Brazil,0,15519525,0,432628,41882011.0,20577673.0,,684434.0,337000.0
2021-05-23,Brazil,451424,15970949,13681,446309,42474538.0,20804283.0,,763363.0,819137.0
2021-05-24,Brazil,0,15970949,0,446309,43008064.0,21090745.0,,769168.0,819988.0
2021-05-25,Brazil,0,15970949,0,446309,43525933.0,21392652.0,,759280.0,819776.0
2021-05-26,Brazil,0,15970949,0,446309,44045168.0,21623270.0,,757872.0,749853.0
2021-05-27,Brazil,0,15970949,0,446309,44530761.0,21832745.0,,723727.0,695068.0
2021-05-28,Brazil,0,15970949,0,446309,45284397.0,22074895.0,,748087.0,995786.0
2021-05-29,Brazil,0,15970949,0,446309,45604680.0,22157278.0,,757468.0,402666.0
2021-05-30,Brazil,420981,16391930,12736,459045,45684962.0,22189773.0,,656559.0,112777.0
2021-05-31,Brazil,0,16391930,0,459045,46328168.0,22337479.0,,652405.0,790912.0
2021-06-01,Brazil,0,16391930,0,459045,46932629.0,22545269.0,,651330.0,812251.0
2021-06-02,Brazil,0,16391930,0,459045,47852026.0,22833342.0,,716704.0,1207470.0
2021-06-03,Brazil,0,16391930,0,459045,48321463.0,22924029.0,,697427.0,560124.0
2021-06-04,Brazil,0,16391930,0,459045,48963900.0,22997889.0,,657500.0,716297.0
2021-06-05,Brazil,0,16391930,0,459045,49491413.0,23095537.0,,689285.0,625161.0
2021-06-06,Brazil,449478,16841408,11797,470842,49685501.0,23126008.0,,705253.0,224559.0
2021-06-07,Brazil,0,16841408,0,470842,50381104.0,23232975.0,,706919.0,802570.0
2021-06-08,Brazil,0,16841408,0,470842,51502554.0,23417559.0,,777459.0,1306034.0
2021-06-09,Brazil,0,16841408,0,470842,52567517.0,23549606.0,,775965.0,1197010.0
2021-06-10,Brazil,0,16841408,0,470842,53577624.0,23665477.0,,856801.0,1125978.0
2021-06-11,Brazil,0,16841408,0,470842,54685737.0,23786177.0,,930018.0,1228813.0
2021-06-12,Brazil,0,16841408,0,470842,55292343.0,23825900.0,,933042.0,646329.0
2021-06-13,Brazil,454710,17296118,13393,484235,55617274.0,23848938.0,,950672.0,347969.0
2021-06-14,Brazil,0,17296118,0,484235,56657381.0,23919957.0,,994751.0,1111126.0
2021-06-15,Brazil,0,17296118,0,484235,57910386.0,24030303.0,,1002939.0,1363351.0
2021-06-16,Brazil,0,17296118,0,484235,59068483.0,24113002.0,,1009195.0,1240796.0
2021-06-17,Brazil,0,17296118,0,484235,61187304.0,24253802.0,,1171144.0,2259621.0
2021-06-18,Brazil,0,17296118,0,484235,62785859.0,24374612.0,,1241222.0,1719365.0
2021-06-19,Brazil,0,17296118,0,484235,63659153.0,24449265.0,,1284311.0,947947.0
2021-06-20,Brazil,505344,17801462,14264,498499,64099339.0,24470884.0,,1300573.0,461805.0
2021-06-21,Brazil,0,17801462,0,498499,65421825.0,24591511.0,,1348000.0,1443113.0
2021-06-22,Brazil,0,17801462,0,498499,66688623.0,24731667.0,,1354229.0,1406954.0
2021-06-23,Brazil,0,17801462,0,498499,67890907.0,24891336.0,,1371537.0,1361953.0
2021-06-24,Brazil,0,17801462,0,498499,69113521.0,25208658.0,,1268725.0,1539936.0
2021-06-25,Brazil,0,17801462,0,498499,70369603.0,25404254.0,,1229085.0,1441886.0
2021-06-26,Brazil,0,17801462,0,498499,71090361.0,25520772.0,,1205262.0,781189.0
2021-06-27,Brazil,521298,18322760,12643,511142,71319026.0,25568632.0,,1174219.0,244499.0
2021-06-28,Brazil,0,18322760,0,511142,72324820.0,25866869.0,,1130906.0,1139927.0
2021-06-29,Brazil,0,18322760,0,511142,73943650.0,26348752.0,,1201198.0,1898996.0
2021-06-30,Brazil,0,18322760,0,511142,75097273.0,26642477.0,,1197888.0,1338786.0
2021-07-01,Brazil,0,18322760,0,511142,76284848.0,26949200.0,,1177080.0,1394275.0
2021-07-02,Brazil,0,18322760,0,511142,77586349.0,27259467.0,,1183357.0,1485828.0
2021-07-03,Brazil,0,18322760,0,511142,78210253.0,27418130.0,,1172608.0,705945.0
2021-07-04,Brazil,364709,18687469,10810,521952,78512727.0,27489232.0,,1186805.0,343879.0
2021-07-05,Brazil,0,18687469,0,521952,79835457.0,27854683.0,,1252421.0,1599236.0
2021-07-06,Brazil,0,18687469,0,521952,81152984.0,28317786.0,,1202726.0,1551130.0
2021-07-07,Brazil,0,18687469,0,521952,82649595.0,28929443.0,,1258381.0,1728372.0
2021-07-08,Brazil,0,18687469,0,521952,83948802.0,29547039.0,,1287361.0,1597138.0
2021-07-09,Brazil,0,18687469,0,521952,85166293.0,30044191.0,,1278826.0,1426079.0
2021-07-10,Brazil,0,18687469,0,521952,85922323.0,30387607.0,,1310848.0,930103.0
2021-07-11,Brazil,333030,19020499,9736,531688,86272249.0,30545014.0,,1321820.0,420681.0
2021-07-12,Brazil,0,19020499,0,531688,87264587.0,31003288.0,,1279662.0,1304132.0
2021-07-13,Brazil,0,19020499,0,531688,88385719.0,31569503.0,,1272379.0,1500151.0
2021-07-14,Brazil,0,19020499,0,531688,89449394.0,32219034.0,,1244714.0,1534716.0
2021-07-15,Brazil,0,19020499,0,531688,90743692.0,32832460.0,,1226009.0,1466204.0
2021-07-16,Brazil,0,19020499,0,531688,91739486.0,33467323.0,,1235984.0,1495902.0
2021-07-17,Brazil,0,19020499,0,531688,92434146.0,33818142.0,,1240893.0,964462.0
2021-07-18,Brazil,287610,19308109,8710,540398,92630599.0,33891244.0,,1215630.0,243840.0
2021-07-19,Brazil,0,19308109,0,540398,93786760.0,34383717.0,,1254219.0,1574261.0
2021-07-20,Brazil,0,19308109,0,540398,95101845.0,35053766.0,,1308784.0,1882101.0
2021-07-21,Brazil,0,19308109,0,540398,96304601.0,35808080.0,,1358608.0,1883486.0
2021-07-22,Brazil,0,19308109,0,540398,97428671.0,36676823.0,,1425151.0,1932002.0
2021-07-23,Brazil,0,19308109,0,540398,98712936.0,37161762.0,,1458239.0,1727521.0
2021-07-24,Brazil,0,19308109,0,540398,99391757.0,37463852.0,,1456642.0,953285.0
2021-07-25,Brazil,324334,19632443,7942,548340,99610570.0,37583404.0,,1468516.0,326954.0
2021-07-26,Brazil,0,19632443,0,548340,100522817.0,38110566.0,,1443774.0,1401072.0
2021-07-27,Brazil,0,19632443,0,548340,101528055.0,38761406.0,,1406067.0,1618152.0
2021-07-28,Brazil,0,19632443,0,548340,102535345.0,39603390.0,,1392224.0,1786585.0
2021-07-29,Brazil,0,19632443,0,548340,103363365.0,40360686.0,,1336029.0,1538632.0
2021-07-30,Brazil,0,19632443,0,548340,104477597.0,41116889.0,,1351532.0,1836041.0
2021-07-31,Brazil,0,19632443,0,548340,105083580.0,41507968.0,,1355675.0,982290.0
2021-08-01,Brazil,247830,19880273,7120,555460,105292650.0,41599313.0,,1351359.0,296742.0
2021-08-02,Brazil,0,19880273,0,555460,105934725.0,42147735.0,,1317506.0,1164099.0
2021-08-03,Brazil,0,19880273,0,555460,107137953.0,42823483.0,,1351461.0,1855837.0
2021-08-04,Brazil,0,19880273,0,555460,108658469.0,43769705.0,,1444220.0,2435897.0
2021-08-05,Brazil,0,19880273,0,555460,109745651.0,44414256.0,,1468489.0,1708518.0
2021-08-06,Brazil,0,19880273,0,555460,110841845.0,45086810.0,,1455223.0,1743181.0
2021-08-07,Brazil,0,19880273,0,555460,111342715.0,45397341.0,,1430182.0,806997.0
2021-08-08,Brazil,228473,20108746,6302,561762,111566720.0,45542992.0,,1440196.0,366841.0
2021-08-09,Brazil,0,20108746,0,561762,112476618.0,46160465.0,,1489744.0,1510935.0
2021-08-10,Brazil,0,20108746,0,561762,113880889.0,46980025.0,,1540064.0,2208076.0
2021-08-11,Brazil,0,20108746,0,561762,115251518.0,47644783.0,,1481198.0,2023839.0
2021-08-12,Brazil,0,20108746,0,561762,116780678.0,48383179.0,,1558748.0,2251367.0
2021-08-13,Brazil,0,20108746,0,561762,118175020.0,49164242.0,,1617986.0,2157850.0
2021-08-14,Brazil,0,20108746,0,561762,119132205.0,49606493.0,,1700292.0,1383137.0
2021-08-15,Brazil,210254,20319000,6100,567862,119504650.0,49705914.0,,1714313.0,464984.0
2021-08-16,Brazil,0,20319000,0,567862,120686544.0,50600926.0,,1794195.0,2070111.0
2021-08-17,Brazil,0,20319000,0,567862,122541955.0,51771235.0,,1907709.0,3002675.0
2021-08-18,Brazil,0,20319000,0,567862,123678883.0,52629848.0,,1902610.0,1988146.0
2021-08-19,Brazil,0,20319000,0,567862,125160916.0,53680684.0,,1941268.0,2521973.0
2021-08-20,Brazil,0,20319000,0,567862,126384146.0,54578690.0,,1934971.0,2113768.0
2021-08-21,Brazil,0,20319000,0,567862,127168248.0,55013076.0,,1910324.0,1210612.0
2021-08-22,Brazil,209099,20528099,5649,573511,127600937.0,55170955.0,,1927571.0,585712.0
2021-08-23,Brazil,0,20528099,0,573511,128859272.0,55999780.0,,1928764.0,2078461.0
2021-08-24,Brazil,0,20528099,0,573511,130267899.0,57002150.0,,1843109.0,2403088.0
2021-08-25,Brazil,0,20528099,0,573511,131489509.0,57838947.0,,1852346.0,2052810.0
2021-08-26,Brazil,0,20528099,0,573511,131918133.0,58811744.0,,1691404.0,1395379.0
2021-08-27,Brazil,0,20528099,0,573511,132939921.0,59746726.0,,1666930.0,1942448.0
2021-08-28,Brazil,0,20528099,0,573511,133608741.0,60412846.0,,1684074.0,1330618.0
2021-08-29,Brazil,175807,20703906,4815,578326,133947333.0,60672443.0,,1685440.0,595275.0
2021-08-30,Brazil,0,20703906,0,578326,134777145.0,61384034.0,,1609175.0,1544608.0
2021-08-31,Brazil,0,20703906,0,578326,136127045.0,62698760.0,,1645945.0,2660479.0
2021-09-01,Brazil,0,20703906,0,578326,137067385.0,63754375.0,,1636986.0,1990093.0
2021-09-02,Brazil,0,20703906,0,578326,137897705.0,64905651.0,282.0,1719920.0,1975917.0
2021-09-03,Brazil,0,20703906,0,578326,138653061.0,66093601.0,373.0,1718911.0,1935385.0
2021-09-04,Brazil,0,20703906,0,578326,139039441.0,66758831.0,537.0,1678584.0,1048333.0
2021-09-05,Brazil,152154,20856060,4344,582670,139210778.0,66984704.0,780.0,1650112.0,395971.0
2021-09-06,Brazil,0,20856060,0,582670,139985523.0,67702291.0,14059.0,1644110.0,1502590.0
2021-09-07,Brazil,0,20856060,0,582670,140218809.0,68020838.0,17205.0,1342973.0,552520.0
2021-09-08,Brazil,0,20856060,0,582670,140820674.0,69133319.0,25446.0,1304225.0,1718856.0
2021-09-09,Brazil,0,20856060,0,582670,141565747.0,70594540.0,37195.0,1338203.0,2213763.0
2021-09-10,Brazil,0,20856060,0,582670,142382292.0,72173074.0,52191.0,1405712.0,2407953.0
2021-09-11,Brazil,0,20856060,0,582670,142798088.0,73050585.0,67596.0,1442475.0,1305672.0
2021-09-12,Brazil,118790,20974850,3176,585846,142983971.0,73355123.0,68590.0,1455534.0,487381.0
2021-09-13,Brazil,0,20974850,0,585846,143433748.0,74381040.0,88874.0,1454152.0,1492919.0
2021-09-14,Brazil,0,20974850,0,585846,144100429.0,75814267.0,128791.0,1680125.0,2134330.0
2021-09-15,Brazil,0,20974850,0,585846,144761529.0,76990802.0,197261.0,1706286.0,1901984.0
2021-09-16,Brazil,0,20974850,0,585846,145238112.0,77988754.0,223085.0,1603741.0,1495951.0
2021-09-17,Brazil,0,20974850,0,585846,146000277.0,79542916.0,249365.0,1593405.0,2335597.0
2021-09-18,Brazil,0,20974850,0,585846,146371189.0,80250454.0,259046.0,1561928.0,1085332.0
2021-09-19,Brazil,105369,21080219,3727,589573,146553215.0,80492254.0,260661.0,1552981.0,424753.0
2021-09-20,Brazil,0,21080219,0,589573,146923305.0,81250428.0,334020.0,1511113.0,1199847.0
2021-09-21,Brazil,0,21080219,0,589573,147473077.0,82467468.0,381549.0,1464974.0,1811357.0
2021-09-22,Brazil,0,21080219,0,589573,147966925.0,83644344.0,427712.0,1437787.0,1711671.0
2021-09-23,Brazil,0,21080219,0,589573,148510818.0,84869772.0,458735.0,1480623.0,1795802.0
2021-09-24,Brazil,0,21080219,0,589573,148994474.0,86119839.0,520839.0,1403058.0,1792645.0
2021-09-25,Brazil,0,21080219,0,589573,149386359.0,86796636.0,543561.0,1403746.0,1090150.0
2021-09-26,Brazil,247397,21327616,4090,593663,149565073.0,87122476.0,552379.0,1416316.0,512740.0
2021-09-27,Brazil,0,21327616,0,593663,149871708.0,87828174.0,818917.0,1427283.0,1276613.0
2021-09-28,Brazil,0,21327616,0,593663,150382518.0,89101310.0,882537.0,1432048.0,1844715.0
2021-09-29,Brazil,0,21327616,0,593663,150881737.0,90253376.0,937694.0,1430798.0,1702924.0
2021-09-30,Brazil,0,21327616,0,593663,151420924.0,91430204.0,1095300.0,1441436.0,1870268.0
2021-10-01,Brazil,0,21327616,0,593663,151901209.0,92759486.0,1302298.0,1472498.0,2010073.0
2021-10-02,Brazil,0,21327616,0,593663,152166987.0,93442685.0,1407110.0,1467007.0,1051719.0
2021-10-03,Brazil,118035,21445651,3562,597225,152277364.0,93674362.0,1445470.0,1448028.0,379883.0
2021-10-04,Brazil,0,21445651,0,597225,152519888.0,94337578.0,1643658.0,1423009.0,1101484.0
2021-10-05,Brazil,0,21445651,0,597225,152926450.0,95257454.0,1877233.0,1382176.0,1558881.0
2021-10-06,Brazil,0,21445651,0,597225,153310124.0,96345260.0,2171857.0,1390987.0,1764602.0
2021-10-07,Brazil,0,21445651,0,597225,153699490.0,97382944.0,2509515.0,1375732.0,1763479.0
2021-10-08,Brazil,0,21445651,0,597225,154010913.0,98464451.0,2814838.0,1330838.0,1695818.0
2021-10-09,Brazil,0,21445651,0,597225,154181567.0,99070817.0,3047975.0,1324559.0,1007764.0
2021-10-10,Brazil,105079,21550730,3200,600425,154292724.0,99520881.0,3116010.0,1359657.0,625569.0
2021-10-11,Brazil,0,21550730,0,600425,154580496.0,100085018.0,3281210.0,1347332.0,1015208.0
2021-10-12,Brazil,0,21550730,0,600425,154693150.0,100324302.0,3326730.0,1181244.0,396266.0
2021-10-13,Brazil,0,21550730,0,600425,154798792.0,100864092.0,3545399.0,1052782.0,865371.0
2021-10-14,Brazil,0,21550730,0,600425,155526988.0,102264366.0,3755046.0,1134516.0,2335619.0
2021-10-15,Brazil,0,21550730,0,600425,156015804.0,103527053.0,4093579.0,1190446.0,2087323.0
2021-10-16,Brazil,0,21550730,0,600425,156313972.0,104314315.0,4320556.0,1233393.0,1308394.0
2021-10-17,Brazil,76746,21627476,2244,602669,156420266.0,104630777.0,4428544.0,1219084.0,525409.0
2021-10-18,Brazil,0,21627476,0,602669,156558619.0,105223364.0,4839664.0,1237034.0,1140857.0
2021-10-19,Brazil,0,21627476,0,602669,156892317.0,106356335.0,5137429.0,1429769.0,1745413.0
2021-10-20,Brazil,0,21627476,0,602669,157322792.0,107582227.0,5525142.0,1597257.0,2037781.0
2021-10-21,Brazil,0,21627476,0,602669,157475037.0,108197260.0,5771569.0,1408276.0,1012755.0
2021-10-22,Brazil,0,21627476,0,602669,157679997.0,108994434.0,6117946.0,1302079.0,1343946.0
2021-10-23,Brazil,0,21627476,0,602669,157810514.0,109422127.0,6234557.0,1211518.0,674468.0
2021-10-24,Brazil,84367,21711843,2470,605139,157986323.0,109945760.0,6340977.0,1251318.0,804008.0
2021-10-25,Brazil,0,21711843,0,605139,158281322.0,111550520.0,6864893.0,1433973.0,2419442.0
2021-10-26,Brazil,0,21711843,0,605139,158619663.0,112584033.0,7348675.0,1450105.0,1858335.0
2021-10-27,Brazil,0,21711843,0,605139,158890656.0,113647161.0,7732904.0,1404161.0,1716175.0
2021-10-28,Brazil,0,21711843,0,605139,159171324.0,114610870.0,8109625.0,1491065.0,1621078.0
2021-10-29,Brazil,0,21711843,0,605139,159412919.0,115562494.0,8548187.0,1531812.0,1629181.0
2021-10-30,Brazil,0,21711843,0,605139,159518249.0,115897379.0,8687173.0,1518092.0,578428.0
2021-10-31,Brazil,81558,21793401,2323,607462,159589151.0,116117550.0,8798263.0,1460518.0,400990.0
2021-11-01,Brazil,0,21793401,0,607462,159631476.0,116288959.0,8877862.0,1156757.0,293110.0
2021-11-02,Brazil,0,21793401,0,607462,159667965.0,116399784.0,8952577.0,922989.0,221959.0
2021-11-03,Brazil,0,21793401,0,607462,159792323.0,117020085.0,9256939.0,827453.0,1047425.0
2021-11-04,Brazil,0,21793401,0,607462,160056071.0,117929773.0,9518430.0,800610.0,1433175.0
2021-11-05,Brazil,0,21793401,0,607462,160333906.0,119243098.0,9942921.0,856749.0,2022153.0
2021-11-06,Brazil,0,21793401,0,607462,160423951.0,119655284.0,10135262.0,873291.0,694228.0
2021-11-07,Brazil,69057,21862458,1598,609060,160707880.0,119901571.0,10172914.0,896713.0,564943.0
2021-11-08,Brazil,0,21862458,0,609060,160971992.0,120880423.0,10547189.0,1081796.0,1588687.0
2021-11-09,Brazil,0,21862458,0,609060,161179478.0,121738604.0,10886116.0,1253571.0,1424384.0
2021-11-10,Brazil,0,21862458,0,609060,161412780.0,122635903.0,11230958.0,1314414.0,1473326.0
2021-11-11,Brazil,0,21862458,0,609060,161690791.0,123598784.0,11584564.0,1337059.0,1591689.0
2021-11-12,Brazil,0,21862458,0,609060,161743151.0,124416550.0,11947900.0,1224222.0,1232298.0
2021-11-13,Brazil,0,21862458,0,609060,161814220.0,124872035.0,12105575.0,1222609.0,682938.0
2021-11-14,Brazil,76738,21939196,1431,610491,161908494.0,125123667.0,12162832.0,1199494.0,403137.0
2021-11-15,Brazil,0,21939196,0,610491,161973124.0,125467475.0,12343281.0,1056631.0,588644.0
2021-11-16,Brazil,0,21939196,0,610491,162028086.0,125915845.0,12537109.0,952632.0,696395.0
2021-11-17,Brazil,0,21939196,0,610491,162257537.0,126961439.0,12891623.0,974816.0,1628608.0
2021-11-18,Brazil,0,21939196,0,610491,162397679.0,127639599.0,13268488.0,918074.0,1194499.0
2021-11-19,Brazil,0,21939196,0,610491,162554502.0,128377050.0,13665714.0,925889.0,1287004.0
2021-11-20,Brazil,0,21939196,0,610491,162688776.0,128851409.0,13896415.0,948149.0,838756.0
2021-11-21,Brazil,64121,22003317,1879,612370,162812584.0,129200205.0,14033709.0,977596.0,609264.0
2021-11-22,Brazil,0,22003317,0,612370,162957786.0,129832016.0,14406374.0,1057549.0,1148316.0
2021-11-23,Brazil,0,22003317,0,612370,163108526.0,130530871.0,14741803.0,1127258.0,1184361.0
2021-11-24,Brazil,0,22003317,0,612370,163216460.0,131215922.0,15093083.0,1057995.0,1143767.0
2021-11-25,Brazil,0,22003317,0,612370,163342820.0,131709249.0,15316348.0,1007923.0,843991.0
2021-11-26,Brazil,0,22003317,0,612370,163546806.0,132395866.0,15662595.0,1001021.0,1238694.0
2021-11-27,Brazil,0,22003317,0,612370,163607249.0,132667094.0,15794900.0,947404.0,463436.0
2021-11-28,Brazil,64313,22067630,1587,613957,163684746.0,132895365.0,15889956.0,914376.0,378069.0
2021-11-29,Brazil,0,22067630,0,613957,163706613.0,133029594.0,15967140.0,783822.0,234438.0
2021-11-30,Brazil,0,22067630,0,613957,163926497.0,133911230.0,16537956.0,853025.0,1668782.0
2021-12-01,Brazil,0,22067630,0,613957,164159539.0,134636857.0,16866381.0,873043.0,1283888.0
2021-12-02,Brazil,0,22067630,0,613957,164290464.0,135324508.0,17229559.0,921029.0,1179894.0
2021-12-03,Brazil,0,22067630,0,613957,164457496.0,136438552.0,17665501.0,989021.0,1714641.0
2021-12-04,Brazil,0,22067630,0,613957,164543599.0,136830588.0,17974402.0,1035066.0,785750.0
2021-12-05,Brazil,61779,22129409,1443,615400,164589731.0,136905306.0,18014777.0,1004119.0,161441.0
2021-12-06,Brazil,0,22129409,0,615400,164604790.0,137355248.0,18457123.0,1100068.0,906081.0
2021-12-07,Brazil,0,22129409,0,615400,164711745.0,137905915.0,18958874.0,1027203.0,1158728.0
2021-12-08,Brazil,0,22129409,0,615400,164800426.0,138249795.0,19322836.0,957675.0,797187.0
2021-12-09,Brazil,0,22129409,0,615400,164914808.0,138924356.0,19859727.0,978410.0,1325043.0
2021-12-10,Brazil,0,22129409,0,615400,,139320682.0,20304256.0,867724.0,939835.0
2021-12-11,Brazil,0,22129409,0,615400,,139389518.0,20456996.0,789905.0,241022.0
2021-12-12,Brazil,55415,22184824,1291,616691,,139421689.0,20544800.0,785747.0,132333.0
2021-12-13,Brazil,0,22184824,0,616691,,139783903.0,20966748.0,745662.0,625488.0
2021-12-14,Brazil,0,22184824,0,616691,164933940.0,140151965.0,21417495.0,703482.0,863469.0
2021-12-15,Brazil,0,22184824,0,616691,165135181.0,140902990.0,21767091.0,775439.0,1300883.0
2021-12-16,Brazil,0,22184824,0,616691,165279022.0,141175069.0,22280659.0,718834.0,928805.0
2021-12-17,Brazil,0,22184824,0,616691,165393977.0,141411665.0,22689115.0,692922.0,758454.0
2021-12-18,Brazil,0,22184824,0,616691,165409165.0,141474540.0,22820476.0,688367.0,209137.0
2021-12-19,Brazil,24196,22209020,910,617601,165417886.0,141488098.0,22846232.0,676319.0,47994.0
2021-12-20,Brazil,0,22209020,0,617601,165471288.0,141702263.0,23326643.0,693650.0,746805.0
2021-12-21,Brazil,0,22209020,0,617601,165554570.0,141915573.0,23775890.0,676308.0,742080.0
2021-12-22,Brazil,0,22209020,0,617601,165836442.0,142378728.0,24268862.0,665781.0,1227191.0
2021-12-23,Brazil,0,22209020,0,617601,165894312.0,,24687765.0,663255.0,911122.0
2021-12-24,Brazil,0,22209020,0,617601,,,,574100.0,
2021-12-25,Brazil,0,22209020,0,617601,,,,563419.0,
2021-12-26,Brazil,21717,22230737,791,618392,,,,575759.0,
2021-12-27,Brazil,0,22230737,0,618392,165952037.0,142764283.0,25218893.0,488269.0,
2021-12-28,Brazil,0,22230737,0,618392,166062249.0,142965728.0,25758909.0,503738.0,850365.0
2021-12-29,Brazil,0,22230737,0,618392,166143380.0,143282084.0,26219623.0,450814.0,856727.0
2021-12-30,Brazil,0,22230737,0,618392,166185628.0,143398692.0,26507937.0,384309.0,445584.0
2021-12-31,Brazil,0,22230737,0,618392,166195505.0,143436012.0,26571077.0,380809.0,109869.0
2022-01-01,Brazil,0,22230737,0,618392,166199307.0,143441284.0,26580353.0,364234.0,18349.0
2022-01-02,Brazil,56784,22287521,664,619056,166206716.0,143462401.0,26595450.0,351262.0,43567.0
2022-01-03,Brazil,0,22287521,0,619056,166320650.0,143723393.0,27021302.0,437922.0,740992.0
2022-01-04,Brazil,0,22287521,0,619056,166426973.0,143762375.0,27644424.0,434515.0,826514.0
2022-01-05,Brazil,0,22287521,0,619056,166475764.0,143877220.0,28208100.0,415631.0,724543.0
2022-01-06,Brazil,0,22287521,0,619056,,,,427514.0,
2022-01-07,Brazil,0,22287521,0,619056,,,,487356.0,
2022-01-08,Brazil,0,22287521,0,619056,,,,560272.0,
2022-01-09,Brazil,162701,22450222,766,619822,166618516.0,144380523.0,29681866.0,629585.0,
